"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","HM00108598","HM00110618","L2074","YA00082404","egd-e"
"ribF_2","","Riboflavin biosynthesis protein RibF","5","5","1","1","1975","","","","944","944","944","HM00108598_01918","HM00110618_02369","HL2074_00601","YA00082404_01341","EGD-e_01357"
"tal_2","","Transaldolase","5","5","1","1","949","","","","650","650","650","HM00108598_01824","HM00110618_01777","HL2074_01426","YA00082404_01039","EGD-e_00516"
"rsgA_2","","Small ribosomal subunit biogenesis GTPase RsgA","5","5","1","1","1978","","","","1040","1040","1040","HM00108598_01921","HM00110618_02366","HL2074_00598","YA00082404_01338","EGD-e_01360"
"yqgN","","putative protein YqgN","5","5","1","1","1982","","","","539","539","539","HM00108598_01925","HM00110618_02913","HL2074_00594","YA00082404_01334","EGD-e_01364"
"yfmL","","putative ATP-dependent RNA helicase YfmL","5","5","1","1","6","","","","1325","1328","1326","HM00108598_01934","HM00110618_01572","HL2074_01728","YA00082404_01609","EGD-e_01775"
"group_564","","1,2-beta-oligoglucan phosphorylase","5","5","1","1","12","","","","3254","3254","3254","HM00108598_01937","HM00110618_01575","HL2074_01734","YA00082404_01606","EGD-e_01781"
"gltA","","Glutamate synthase [NADPH] large chain","5","5","1","1","18","","","","4592","4592","4592","HM00108598_01943","HM00110618_01284","HL2074_01740","YA00082404_01600","EGD-e_01787"
"glnQ","","Glutamine transport ATP-binding protein GlnQ","5","5","1","1","23","","","","647","647","647","HM00108598_01948","HM00110618_01279","HL2074_01745","YA00082404_01595","EGD-e_01792"
"adeC","","Adenine deaminase","5","5","1","1","26","","","","1739","1739","1739","HM00108598_01951","HM00110618_01276","HL2074_01748","YA00082404_01592","EGD-e_01795"
"bceB_1","","Bacitracin export permease protein BceB","5","5","1","1","30","","","","2012","2012","2012","HM00108598_01955","HM00110618_01272","HL2074_01752","YA00082404_01588","EGD-e_01799"
"rlmCD_1","","23S rRNA (uracil-C(5))-methyltransferase RlmCD","5","5","1","1","36","","","","1361","1361","1361","HM00108598_01960","HM00110618_01267","HL2074_01757","YA00082404_01583","EGD-e_01804"
"group_57","","hypothetical protein","5","5","1","1","961","","","","728","728","728","HM00108598_01836","HM00110618_01789","HL2074_01439","YA00082404_01051","EGD-e_00503"
"pcrB","","Heptaprenylglyceryl phosphate synthase","5","5","1","1","45","","","","677","677","677","HM00108598_01969","HM00110618_01258","HL2074_01766","YA00082404_01574","EGD-e_01813"
"group_571","","hypothetical protein","5","5","1","1","46","","","","1355","1409","1365","HM00108598_01970","HM00110618_01257","HL2074_01767","YA00082404_01573","EGD-e_01814"
"purD","","Phosphoribosylamine--glycine ligase","5","5","1","1","49","","","","1262","1262","1262","HM00108598_01973","HM00110618_01254","HL2074_01770","YA00082404_01570","EGD-e_01817"
"purH","","Bifunctional purine biosynthesis protein PurH","5","5","1","1","51","","","","1529","1529","1529","HM00108598_01974","HM00110618_01253","HL2074_01771","YA00082404_01569","EGD-e_01818"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","5","5","1","1","53","","","","1049","1049","1049","HM00108598_01976","HM00110618_01251","HL2074_01773","YA00082404_01567","EGD-e_01820"
"purL","","Phosphoribosylformylglycinamidine synthase subunit PurL","5","5","1","1","55","","","","2219","2219","2219","HM00108598_01978","HM00110618_01249","HL2074_01775","YA00082404_01565","EGD-e_01822"
"purQ","","Phosphoribosylformylglycinamidine synthase subunit PurQ","5","5","1","1","56","","","","683","683","683","HM00108598_01979","HM00110618_01248","HL2074_01776","YA00082404_01564","EGD-e_01823"
"purS","","Phosphoribosylformylglycinamidine synthase subunit PurS","5","5","1","1","57","","","","245","245","245","HM00108598_01980","HM00110618_01247","HL2074_01777","YA00082404_01563","EGD-e_01824"
"purC","","Phosphoribosylaminoimidazole-succinocarboxamide synthase","5","5","1","1","58","","","","713","713","713","HM00108598_01981","HM00110618_01246","HL2074_01778","YA00082404_01562","EGD-e_01825"
"gph_2","","Phosphoglycolate phosphatase","5","5","1","1","799","","","","704","704","704","HM00108598_02006","HM00110618_01634","HL2074_01288","YA00082404_01801","EGD-e_00651"
"group_58","","hypothetical protein","5","5","1","1","983","","","","320","347","339","HM00108598_01851","HM00110618_01804","HL2074_01450","YA00082404_03114","EGD-e_00490"
"group_580","","hypothetical protein","5","5","1","1","807","","","","275","275","275","HM00108598_02008","HM00110618_01636","HL2074_01295","YA00082404_01799","EGD-e_00644"
"group_581","","hypothetical protein","5","5","1","1","808","","","","4748","4760","4755","HM00108598_02009","HM00110618_01637","HL2074_01296","YA00082404_01798","EGD-e_00643"
"group_582","","hypothetical protein","5","5","1","1","809","","","","1679","1679","1679","HM00108598_02010","HM00110618_01638","HL2074_01297","YA00082404_01797","EGD-e_00642"
"group_583","","hypothetical protein","5","5","1","1","810","","","","701","701","701","HM00108598_02011","HM00110618_01639","HL2074_01298","YA00082404_01796","EGD-e_00641"
"yycN","","putative N-acetyltransferase YycN","5","5","1","1","811","","","","443","443","443","HM00108598_02012","HM00110618_01640","HL2074_01299","YA00082404_01795","EGD-e_00640"
"group_585","","hypothetical protein","5","5","1","1","812","","","","266","278","273","HM00108598_02013","HM00110618_01641","HL2074_01300","YA00082404_01794","EGD-e_00639"
"group_586","","hypothetical protein","5","5","1","1","813","","","","278","278","278","HM00108598_02014","HM00110618_01642","HL2074_01301","YA00082404_01793","EGD-e_00638"
"group_587","","hypothetical protein","5","5","1","1","815","","","","392","392","392","HM00108598_02016","HM00110618_01644","HL2074_01303","YA00082404_01791","EGD-e_00636"
"group_588","","hypothetical protein","5","5","1","1","821","","","","1751","1751","1751","HM00108598_02020","HM00110618_01648","HL2074_01307","YA00082404_01787","EGD-e_00632"
"group_589","","hypothetical protein","5","5","1","1","835","","","","344","344","344","HM00108598_02032","HM00110618_01660","HL2074_01319","YA00082404_01775","EGD-e_00620"
"group_590","","hypothetical protein","5","5","1","1","840","","","","590","590","590","HM00108598_02036","HM00110618_01664","HL2074_01323","YA00082404_01771","EGD-e_00616"
"bioY2","","Biotin transporter BioY2","5","5","1","1","842","","","","548","548","548","HM00108598_02038","HM00110618_01666","HL2074_01325","YA00082404_01769","EGD-e_00614"
"group_592","","hypothetical protein","5","5","1","1","849","","","","773","773","773","HM00108598_02045","HM00110618_02425","HL2074_01332","YA00082404_01762","EGD-e_00607"
"group_593","","hypothetical protein","5","5","1","1","850","","","","1769","1769","1769","HM00108598_02046","HM00110618_02424","HL2074_01333","YA00082404_01761","EGD-e_00606"
"group_594","","hypothetical protein","5","5","1","1","851","","","","413","413","413","HM00108598_02047","HM00110618_02423","HL2074_01334","YA00082404_01760","EGD-e_00605"
"group_595","","hypothetical protein","5","5","1","1","855","","","","713","713","713","HM00108598_02051","HM00110618_02419","HL2074_01338","YA00082404_01756","EGD-e_00601"
"iap","","putative endopeptidase p60","5","5","1","1","858","","","","1409","1448","1423","HM00108598_02054","HM00110618_02416","HL2074_01341","YA00082404_01753","EGD-e_00598"
"group_597","","hypothetical protein","5","5","1","1","861","","","","209","209","209","HM00108598_02057","HM00110618_02413","HL2074_01344","YA00082404_01750","EGD-e_00595"
"group_598","","hypothetical protein","5","5","1","1","863","","","","458","458","458","HM00108598_02059","HM00110618_02411","HL2074_01346","YA00082404_01748","EGD-e_00593"
"srlR_1","","Glucitol operon repressor","5","5","1","1","1074","","","","761","761","761","HM00108598_02061","HM00110618_02715","HL2074_01523","YA00082404_01746","EGD-e_00396"
"iolC","","5-dehydro-2-deoxygluconokinase","5","5","1","1","1071","","","","977","977","977","HM00108598_02064","HM00110618_02712","HL2074_01520","YA00082404_01743","EGD-e_00399"
"fra","","Intracellular iron chaperone frataxin","5","5","1","1","1068","","","","371","371","371","HM00108598_02066","HM00110618_02710","HL2074_01518","YA00082404_01741","EGD-e_00401"
"ung_2","","Uracil-DNA glycosylase","5","5","1","1","1065","","","","665","710","683","HM00108598_02069","HM00110618_02707","HL2074_01515","YA00082404_01738","EGD-e_00404"
"manP_2","","PTS system mannose-specific EIIBCA component","5","5","1","1","1057","","","","458","458","458","HM00108598_02087","HM00110618_02739","HL2074_01507","YA00082404_01720","EGD-e_00412"
"mngB_3","","Mannosylglycerate hydrolase","5","5","1","1","1054","","","","2627","2633","2630","HM00108598_02090","HM00110618_02742","HL2074_01504","YA00082404_01717","EGD-e_00415"
"licR_4","","putative licABCH operon regulator","5","5","1","1","1053","","","","1934","1934","1934","HM00108598_02091","HM00110618_02743","HL2074_01503","YA00082404_01716","EGD-e_00416"
"group_608","","hypothetical protein","5","5","1","1","1043","","","","872","878","875","HM00108598_02100","HM00110618_01972","HL2074_01494","YA00082404_01707","EGD-e_00426"
"pgdA","","Peptidoglycan-N-acetylglucosamine deacetylase","5","5","1","1","1040","","","","1400","1400","1400","HM00108598_02103","HM00110618_01975","HL2074_01491","YA00082404_01704","EGD-e_00429"
"luxS","","S-ribosylhomocysteine lyase","5","5","1","1","1928","","","","467","467","467","HM00108598_01879","HM00110618_02387","HL2074_00642","YA00082404_02673","EGD-e_01316"
"group_610","","hypothetical protein","5","5","1","1","1038","","","","410","410","410","HM00108598_02105","HM00110618_01977","HL2074_01489","YA00082404_01702","EGD-e_00431"
"ybjI","","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI","5","5","1","1","1035","","","","812","812","812","HM00108598_02108","HM00110618_01980","HL2074_01486","YA00082404_01699","EGD-e_00434"
"licR_3","","putative licABCH operon regulator","5","5","1","1","1030","","","","1961","1961","1961","HM00108598_02110","HM00110618_01982","HL2074_01481","YA00082404_01697","EGD-e_00439"
"fruA_2","","PTS system fructose-specific EIIABC component","5","5","1","1","1029","","","","464","464","464","HM00108598_02111","HM00110618_01983","HL2074_01480","YA00082404_01696","EGD-e_00440"
"cynR","","HTH-type transcriptional regulator CynR","5","5","1","1","1025","","","","863","875","867","HM00108598_02115","HM00110618_01987","HL2074_01476","YA00082404_01692","EGD-e_00444"
"group_615","","Putative acetyltransferase","5","5","1","1","1024","","","","569","569","569","HM00108598_02116","HM00110618_01988","HL2074_01475","YA00082404_01691","EGD-e_00445"
"group_616","","putative oxidoreductase","5","5","1","1","1023","","","","746","746","746","HM00108598_02117","HM00110618_01989","HL2074_01474","YA00082404_01690","EGD-e_00446"
"iolS_1","","Aldo-keto reductase IolS","5","5","1","1","3640","","","","983","983","983","HM00108598_02133","HM00110618_02597","HL2074_00096","YA00082404_01885","EGD-e_00084"
"group_62","","hypothetical protein","5","5","1","1","1956","","","","1265","1304","1296","HM00108598_01899","HM00110618_02526","HL2074_00620","YA00082404_02847","EGD-e_01338"
"group_620","","hypothetical protein","5","5","1","1","3642","","","","5879","5879","5879","HM00108598_02135","HM00110618_02599","HL2074_00098","YA00082404_01883","EGD-e_00086"
"group_621","","hypothetical protein","5","5","1","1","3643","","","","2306","2309","2307","HM00108598_02136","HM00110618_02600","HL2074_00099","YA00082404_01882","EGD-e_00087"
"atpD_2","","ATP synthase subunit delta","5","5","1","1","3645","","","","1046","1046","1046","HM00108598_02138","HM00110618_02602","HL2074_00101","YA00082404_01880","EGD-e_00089"
"atpG_2","","ATP synthase gamma chain, sodium ion specific","5","5","1","1","3647","","","","869","869","869","HM00108598_02140","HM00110618_02604","HL2074_00103","YA00082404_01878","EGD-e_00091"
"atpC_2","","ATP synthase epsilon chain","5","5","1","1","3649","","","","323","332","328","HM00108598_02142","HM00110618_02606","HL2074_00105","YA00082404_01876","EGD-e_00093"
"group_625","","hypothetical protein","5","5","1","1","3651","","","","632","632","632","HM00108598_02144","HM00110618_03034","HL2074_00107","YA00082404_01874","EGD-e_00095"
"ycnE_1","","Putative monooxygenase YcnE","5","5","1","1","3658","","","","290","290","290","HM00108598_02152","HM00110618_01708","HL2074_00113","YA00082404_01866","EGD-e_00101"
"group_627","bglK_4","Beta-glucoside kinase","5","5","1","1","3663","","","","902","902","902","HM00108598_02156","HM00110618_01704","HL2074_00117","YA00082404_01862","EGD-e_00105"
"aes_1","","Acetyl esterase","5","5","1","1","3667","","","","1115","1115","1115","HM00108598_02160","HM00110618_01700","HL2074_00121","YA00082404_01858","EGD-e_00109"
"group_629","","hypothetical protein","5","5","1","1","3669","","","","695","695","695","HM00108598_02162","HM00110618_01698","HL2074_00123","YA00082404_01856","EGD-e_00111"
"truB","","tRNA pseudouridine synthase B","5","5","1","1","1974","","","","914","914","914","HM00108598_01917","HM00110618_02370","HL2074_00602","YA00082404_01342","EGD-e_01356"
"group_630","","hypothetical protein","5","5","1","1","3672","","","","428","428","428","HM00108598_02165","HM00110618_01695","HL2074_00126","YA00082404_01853","EGD-e_00114"
"group_633","","hypothetical protein","5","5","1","1","3681","","","","233","233","233","HM00108598_02183","HM00110618_01677","HL2074_00134","YA00082404_01835","EGD-e_00132"
"yjdJ","","putative protein YjdJ","5","5","1","1","3682","","","","278","278","278","HM00108598_02184","HM00110618_01676","HL2074_00135","YA00082404_01834","EGD-e_00133"
"group_636","","hypothetical protein","5","5","1","1","3537","","","","530","530","530","HM00108598_02215","HM00110618_00499","HL2074_02315","YA00082404_02218","EGD-e_02426"
"group_637","","hypothetical protein","5","5","1","1","3542","","","","1952","2003","1962","HM00108598_02219","HM00110618_00495","HL2074_02311","YA00082404_02214","EGD-e_02422"
"tcyL","","L-cystine transport system permease protein TcyL","5","5","1","1","3547","","","","716","716","716","HM00108598_02224","HM00110618_00490","HL2074_02306","YA00082404_02209","EGD-e_02417"
"group_639","","hypothetical protein","5","5","1","1","3550","","","","995","995","995","HM00108598_02227","HM00110618_00487","HL2074_02303","YA00082404_02206","EGD-e_02414"
"bglB_2","","Thermostable beta-glucosidase B","5","5","1","1","13","","","","2171","2171","2171","HM00108598_01938","HM00110618_01576","HL2074_01735","YA00082404_01605","EGD-e_01782"
"moxC","","Putative monooxygenase MoxC","5","5","1","1","3553","","","","1322","1322","1322","HM00108598_02229","HM00110618_00485","HL2074_02301","YA00082404_02204","EGD-e_02412"
"psuK","","Pseudouridine kinase","5","5","1","1","3555","","","","1118","1118","1118","HM00108598_02231","HM00110618_00483","HL2074_02299","YA00082404_02202","EGD-e_02410"
"pepC","","Aminopeptidase C","5","5","1","1","3559","","","","1325","1325","1325","HM00108598_02234","HM00110618_00480","HL2074_02296","YA00082404_02199","EGD-e_02407"
"group_643","","hypothetical protein","5","5","1","1","3297","","","","278","608","542","HM00108598_02239","HM00110618_00475","HL2074_02291","YA00082404_02194","EGD-e_02334"
"celD","","PTS system cellobiose-specific EIIA component","5","5","1","1","3286","","","","350","350","350","HM00108598_02250","HM00110618_00464","HL2074_02280","YA00082404_01419","EGD-e_02323"
"group_646","","hypothetical protein","5","5","1","1","3285","","","","191","191","191","HM00108598_02251","HM00110618_00463","HL2074_02279","YA00082404_01418","EGD-e_02322"
"group_647","","Phosphorylated carbohydrates phosphatase","5","5","1","1","3281","","","","629","629","629","HM00108598_02255","HM00110618_00459","HL2074_02275","YA00082404_01414","EGD-e_02318"
